productType,productName,price,url,description,terrain,abilityLevel,rockerType,shape,flexRating,materials,warranty
Snowboard,Season Kin Snowboard 2023,$499.00,https://www.evo.com/snowboards/season-kin-snowboard,"Spend a season in the park and you'll see why the rail sliders, box boopers, and jump line maniacs think of themselves as family. Day after day honing skills, hollering encouragement, and picking your homies up off the snow to have another crack at nailing that. one. friggin'. trick. It shifts your perception of what matters, of why we do the things we do. The Season Kin Snowboard is a directional twin shape for the whole freestyle fam - men, women, young, and old. It has symmetrical camber for added grip and energy, a playful, pressable flex, and durable construction engineered to stand up to everyday abuse in the park and beyond.","Freestyle, All-Mountain",Intermediate-Advanced,Camber,Directional Twin,Soft,Wood,Limited Lifetime
Snowboard,Season Nexus Snowboard 2024,$549.00,https://www.evo.com/snowboards/season-nexus-snowboard,"The Season Nexus Snowboard stands out in the arms race of bloated quivers and technical jargon - a simple skeleton key capable of unlocking the innate potential of any day in the mountains. Its straightforward geometry cuts through the noise, creating something that adds up to much more than the sum of its parts. Ample float in powder, smooth, engaged turns on hardpack, and dependable performance in everyday resort chop. It’s the ultimate quiver of one - more than enough to remind you why you fell in love with snowboarding in the first place.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,Wood,Limited Lifetime
Snowboard,Roxy Dawn Snowboard - Women's 2023,$349.99,https://www.evo.com/snowboards/roxy-dawn-snowboard-womens,"Looking for a new BFF? Preferably one who enjoys early morning carpool karaoke sessions on the way to go hang out in snow-capped mountains? The Roxy Dawn Snowboard is your ride or die, combining an easygoing personality with an insatiable thirst for adventure. This twin shape has an Easy-Rise rocker profile and a soft, forgiving flex that's ideal for beginner riders on the up.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Soft,Wood,1 Year
Snowboard,Jones Dream Weaver Splitboard - Women's 2023,$799.95,https://www.evo.com/splitboards/jones-dream-weaver-splitboard-womens,"The splitboard formerly known as the Dream Catcher gets renamed, with dialed mid-flex performance, touring-friendly tech, and, ahem, no loose strings. The Jones Dream Weaver Splitboard is the ride for those who don't necessarily charge the biggest and steepest lines they can find, and want something a little less demanding than a Solution Split. With a flex rating of ""6"" and Traction Tech 3.0 edges for better hold on those sketchy traverses, this board will get you there and get down with you like a good friend.",Splitboarding,Advanced-Expert,Rocker/Camber/Rocker,Directional,Medium,"Metal, Wood",3 Years
Snowboard,Lib Tech Skate Banana BTX Snowboard 2023,$559.99,https://www.evo.com/snowboards/lib-tech-skate-banana-btx-snowboard-2023,"The board that started it all. The Lib Tech Skate Banana BTX Snowboard was the originator of Lib Tech's signature Banana rocker technology. By placing cambered pockets under each foot with a rockered section in the middle, the Skate Banana lets you pop and pivot at will, enjoying all the benefits of both rocker and camber. With Magne-Traction enhanced edging on groomers and a park ready twin profile, this board is simple, intuitive, and ready to do it all in the resort.","Freestyle, All-Mountain",Beginner-Intermediate,Camber/Rocker/Camber,True Twin,Soft,Wood,1 Year
Snowboard,K2 Raygun Pop Snowboard 2023,$429.95,https://www.evo.com/snowboards/k2-raygun-pop-snowboard,"The K2 Raygun Pop Snowboard is a point-and-shoot all-mountain snowboard for the people. This smooth-flexing directional twin comes with a cambered shape for great edge hold and plenty of pop. It's accessible for beginner riders to learn on, but backed with high quality construction and a versatile shape that also makes it perfect for intermediate riders that like to mix it up on a variety of terrain. Wherever your voyage takes you, don't forget to bring your Raygun.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",3 Years
Snowboard,Bataleon Party Wave Snowboard 2023,$459.95,https://www.evo.com/snowboards/bataleon-party-wave-snowboard-2023,"If you head for the trees when the snow starts falling, the Bataleon Party Wave is the maneuverable pow stick you need in your quiver. The short, volume-shifted shape whips around obstacles with ease and the 3BT™ uplifted sidebases and narrow centerbase make edge-to-edge transitions even easier. The setback stance and slight swallowtail keep your nose out of the deep stuff but the wider shape also lets you throw some hard carves on the groomers for a shreddy fiesta in any conditions.","Freeride, Powder",Intermediate-Advanced,Camber,Directional Twin,Medium,Wood,2 Years
Snowboard,Arbor Formula Camber Snowboard 2023,$449.95,https://www.evo.com/snowboards/arbor-formula-camber-snowboard-2023,"The best formulas are pretty simple. Peanut butter and jelly, pizza and beer, and there's probably even some non-food combos that are successful. The Arbor Formula Camber Snowboard utilizes one such recipe: an all mountain twin shape, a manageable flex, and a lively core. Pointy swallowtails and pure park boards are great, but take them out of their element and their shine dulls a bit. The Formula leverages decades of real life results and decides not to mess with what works. Pick your size and call it good: your board is going to rip today!",All-Mountain,Intermediate-Advanced,Camber,Directional Twin,Medium,Wood,3 Years
Snowboard,Jones Frontier Splitboard 2023,$799.95,https://www.evo.com/splitboards/jones-frontier-splitboard,"The Jones Frontier Splitboard is the board you'd want to ride every day, just cut in half. Combining floaty directional rocker with a freestyle-inspired tail and a playful flex, this board excels in the variable conditions you expect in the backcountry, but doesn't flounder when the stars align and you find yourself in deep pow. Traction Tech 2.0 edges ensure grip and stability when things are firm, whether arcing turns on the descent or side-hilling up an icy skin track. Float through the soft stuff, harvest the corn and hit every natural feature on the way down; the Jones Frontier Splitboard is the adventure companion you've been waiting for.",Splitboarding,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,Arbor Swoon Camber Snowboard - Women's 2023,$549.95,https://www.evo.com/snowboards/arbor-swoon-camber-snowboard-womens-2023,"The Arbor Swoon Camber Snowboard is an all-around board for expert riders. It has an exceptionally well-balanced twin shape and a fully cambered profile, making it a blast for blasting through chunder or blasting off to the moon. It floats beautifully through powder, cuts with scalpel-like precision through technical terrain and provides tons of energy and snappy response for playing with speed and turn shapes on mellower runs.","All-Mountain, Freeride",Advanced-Expert,Camber,Directional Twin,Medium,Wood,3 Years
Snowboard,Lib Tech Dynamo C3 Snowboard 2023,$559.99,https://www.evo.com/snowboards/lib-tech-dynamo-c3-snowboard-2023,"The Lib Tech Dynamo C3 Snowboard is a hand grenade ready to explode. This directional freeride firecracker combines the powerful C3 camber profile with a wide-nosed directional shape for ultimate power through any density of soft snow, as well as unlimited stompability off big cliffs and natural features. Despite the hard charging, directional nature of the design, it maintains the playful pivotability and freestyle feel that Lib Tech boards are known for. It's poppy, precise, and perfect for fall line freestyle antics and all around ferocious riding.","All-Mountain, Freeride",Advanced-Expert,Camber/Rocker/Camber,Directional,Stiff,Wood,1 Year
Snowboard,Burton Hideaway Snowboard - Women's 2024,$449.95,https://www.evo.com/snowboards/burton-hideaway-snowboard-womens,"Grab the Burton Hideaway Snowboard for its easygoing personality and smooth turning capabilities, and strike out on a new snowboarding career. This is the perfect board to hole up by yourself in a secret location and ride every day until you get it. The Flat Top profile gives you plenty of control and easy turn initiation, and the mellow directional shape gives you the power to carve out groomers and dance through a bit of fluff. Nobody makes ""learner"" snowboards like Burton, and the Hideaway is one of the best.",All-Mountain,Intermediate-Advanced,Rocker/Flat/Rocker,Directional,Soft,Wood,3 Years
Snowboard,GNU Young Money C2E Snowboard - Big Boys' 2023,$399.99,https://www.evo.com/snowboards/gnu-young-money-c2e-snowboard-big-boys,"The GNU Young Money C2E Snowboard is built for the kids pushing it in the terrain park. It's a full featured freestyle deck that's exactly the same as the grownups' GNU Money, just in a smaller set of sizes. It's chock full of poppy, pivoty fun for any freestyle-minded rider. Plus, it's built with bombproof construction and materials so it can take a beating.",Freestyle,Intermediate-Advanced,Camber/Rocker/Camber,True Twin,Medium,Wood,1 Year
Snowboard,K2 Raygun Snowboard 2023,$429.95,https://www.evo.com/snowboards/k2-raygun-snowboard,"The K2 Raygun Snowboard is a point-and-shoot all-mountain snowboard for the people. This smooth-flexing directional twin comes with a flat profile for super easy turns and plenty of float. It's very accessible for beginner riders to learn on, but backed with high quality construction and a versatile shape that also makes it perfect for intermediate riders that like to mix it up on a variety of terrain. Wherever your voyage takes you, don't forget to bring your Raygun.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,Directional Twin,Medium,"Carbon, Wood",3 Years
Snowboard,Arbor Veda Camber Snowboard - Women's,$549.95,https://www.evo.com/outlet/snowboards/arbor-veda-camber-snowboard-womens,"The Arbor Veda Snowboard is an absolute ripper. This directional big mountain board was shaped by Marie-France Roy, and it's her ride of choice for lines of high consequence. It has a slightly tapered, setback shape that floats well in deeper snow, as well as long lines, a sturdy flex, and a full camber profile that generates plenty of power and response when you need it most. To finish it off, the board is made with Arbor's signature commitment to sustainability, featuring a plastic-free topsheet that highlights the beautiful and unique woodgrain patterns of the Cedar Powerply.","All-Mountain, Freeride, Powder",Advanced-Expert,Camber,Directional,Medium,Wood,3 Years
Snowboard,GNU Gloss C2E Snowboard - Women's 2023,$429.99,https://www.evo.com/snowboards/gnu-gloss-c2e-snowboard-womens-2023,"The GNU Gloss C2E Snowboard is what snowboarding is all about. Sure it uses some pretty fancy tech like Magne-Traction edges and a C2e rocker profile, and it comes with a stylishly witchy design, but at it's core this board is all about simple pleasures. It's a blunted freestyle twin that's built for glory day in the park and dream days hot lapping with your friends. It's poppy, playful, approachable, and fast. It's simple snowboarding, done right.",Freestyle,Intermediate-Advanced,Camber/Rocker/Camber,True Twin,Medium,Wood,1 Year
Snowboard,GNU B-Nice BTX Snowboard - Women's 2023,$459.99,https://www.evo.com/snowboards/gnu-b-nice-btx-snowboard-womens-2023,"Learning new things is hard. But it's a lot better if you have a good teacher. Someone that will be patient, be encouraging, and most of all be nice. The GNU B-Nice BTX Snowboard is just that teacher. It's a friendly, catch free all-mountain freestyle board that will take you from day 1 to pro in no time, with nothing but kindness and stoke along the way.","Freestyle, All-Mountain",Beginner-Intermediate,Camber/Rocker/Camber,True Twin,Soft,Wood,1 Year
Snowboard,GNU Ravish C2 Snowboard - Women's 2023,$499.99,https://www.evo.com/snowboards/gnu-ravish-c2-snowboard-womens,"The GNU Ravish C2 Snowboard is the perfect board for everyday cruising. It's smooth flexing, directional, and fun to ride, offering a great option for less aggressive riders who don't necessarily venture into the terrain park. The design of the Ravish is based on big mountain shapes that lend themselves to smooth power transfer and high speed stability, but toned down into an approachable package that brings lively fun to groomers, tree runs, back bowls, and powder laps, no matter your speed or skill level.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Stiff,Wood,1 Year
Snowboard,GNU Riders Choice Asym C2X Snowboard 2023,$659.99,https://www.evo.com/snowboards/gnu-riders-choice-asym-c2x-snowboard-2023,"The GNU Riders Choice Asym C2X Snowboard breaks out all the stops, incorporating all of the highest end materials and signature tech that GNU is known for. It uses an asymmetrical design for easy, powerful turns, Magne-Traction edges for insane grip, a hybrid C2x Banana profile for tons of pop and pivot, and finishes this off with Carbon Power bands for a little extra oomph. And of course, the board is Mervin Made, so it's all done by hand in the great state of Washington using the most eco-friendly methods possible. The end result is a premier all-mountain freestyle deck that handles anything with explosive style and unlimited fun.","Freestyle, All-Mountain",Intermediate-Advanced,Camber/Rocker/Camber,"Asymmetrical, True Twin",Medium,"Carbon, Wood",1 Year
Snowboard,Arbor Cadence Rocker Snowboard - Women's,$449.95,https://www.evo.com/outlet/snowboards/arbor-cadence-rocker-snowboard-womens-2023,"Inhale the sweet frozen air, put on your favorite tunes, and get into the groove with your new Arbor Cadence Rocker Snowboard. Designed to mold to whatever riding style you boast, this park board with an all mountain flair effortlessly adapts to the pops, jumps, and switch tricks you're throwing out into the world. With traditional tattoo inspired art lovingly created by Canadian Hilary Jane, this gorgeous platform is more than just good for the planet, it's good for your soul.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker,True Twin,Medium,Wood,3 Years
Snowboard,Arbor Cadence Camber Snowboard - Women's,$449.95,https://www.evo.com/outlet/snowboards/arbor-cadence-camber-snowboard-womens-2023,"The Arbor Cadence Camber Snowboard is one of pure passion, made to compliment the flow of your body, adapt to street styles smooth or playful, and provide a harmonic all around shred platform that excels everywhere on the mountain. Made with highly responsive system camber that pushes as hard as you can take it and tattoo-inspired graphics by artist Hilary Jane; the Cadence is good for mother earth, your body, and the sport which you lovingly give your time.","Freestyle, All-Mountain",Intermediate-Advanced,Camber,True Twin,Soft,Wood,3 Years
Snowboard,Arbor Satori Camber Snowboard 2024,$649.95,https://www.evo.com/snowboards/arbor-satori-camber-snowboard,"The Arbor Satori Camber Snowboard is one of Bryan Iguchi's love children. Made in short lengths for pow lovers, its freestyle oriented and has a deep sidecut for frothy carves. Paired with a medium flex and a stable tail, the Satori Camber is a wonderful choice for anyone looking for a friendly and approachable deep day destroyer that's extra fun. Imagine sitting around a fire with your best friends sipping drinks and laughing; that's what the Satori evokes, and we bet Iguchi is extra proud.","All-Mountain, Freeride, Powder",Advanced-Expert,Camber,Directional,Medium,"Bamboo, Wood",3 Years
Snowboard,Arbor Coda Rocker Snowboard,$599.95,https://www.evo.com/outlet/snowboards/arbor-coda-rocker-snowboard-2023,"In music, a coda wraps up a song. Put a bow on it and lets you know ""we're done here."" The Arbor Coda Rocker Snowboard isn't the end of snowboarding design, but it's pretty dang perfect. This legendary big mountain twin is built from the ground up with sustainable materials and manufacturing processes: recycled steel edges, recycled ABS sidewalls, biodegradable wax, and most notably of all, the Rise Above Plastics topsheet Everything about the Coda is exquisitely crafted for performance, beauty, and sustainability, never sacrificing one for the sake of the other. And that balanced design carries over to the ride characteristics of the Arbor Coda Rocker Snowboard. It's a twin shaped board that's a pure joy to ride in any conditions, but particularly shines when brought to play with big snow, big features, and big speed. Available in Camber and Rockered Versions. The End.","All-Mountain, Freeride",Advanced-Expert,Camber,Directional Twin,Medium,"Bamboo, Wood",3 Years
Snowboard,K2 Party Platter Snowboard 2023,$499.95,https://www.evo.com/snowboards/k2-party-platter-snowboard,"As one of the originators of the volume shifted movement, the K2 Party Platter Snowboard is serving up the goods. This fat directional board is meant to be ridden short, so you can turn it on a dime and start the party anytime. Simply put, it's a whole lot of fun. You get all the float and stability of a bigger board with all the easy riding, quick turning abilities of a shorter one. Rally through trees, spin threes of kickers, the Party Platter is down to clown, anytime, anyplace.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,Salomon Wonder Snowboard - Women's,$429.95,https://www.evo.com/outlet/snowboards/salomon-wonder-snowboard-womens-2023,"Have you ever wondered what lies off the groomed path? The Salomon Wonder Snowboard is ready to explore with you, whether you're crossing sidecountry gates or ducking into trees and gullies. Rock Out Camber with Ghost Basalt Stringers is stable and responsive and the cork sidewalls dampen vibrations in less-than-ideal conditions. It's a wonder you've lived so long without it!","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Basalt, Cork, Wood",2 Years
Snowboard,Salomon Sleepwalker Snowboard 2023,$379.95,https://www.evo.com/snowboards/salomon-sleepwalker-snowboard,"If you can ride every run at your resort in your sleep, it's time to bring the fun back to snowboarding with the Salomon Sleepwalker Snowboard. The Sleepwalker is made for the park and the streets, with a soft-medium flex and Rock Out Camber that pops off lips and grips onto boxes and rails. Royal Rubber Pads add an extra level of protection to your sidewalls, so you can protect your core and your edges as you jib your way down the hill.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Soft,Wood,2 Years
Snowboard,Season Aero Snowboard,$549.00,https://www.evo.com/outlet/snowboards/season-aero-snowboard-2021,"The Season Aero Snowboard is a rocket ship, surgeon’s scalpel, and artist’s paintbrush rolled into one. It’s that friend you can rely on to drop everything to go ride - the same one who makes you feel ten feet tall when things get spicy. Crafted with traditional camber and a powerful flex, it exudes confidence in rugged terrain and purrs when you open up the throttle to paint fast, clean arcs through the chop. Top to bottom, bell to bell, the Aero is built to fly.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Stiff,Wood,Limited Lifetime
Snowboard,Lib Tech Terrain Wrecker C2X Snowboard 2023,$579.99,https://www.evo.com/snowboards/lib-tech-terrain-wrecker-c2x-snowboard-2023,"Cue up the Miley Cyrus, because you're about to hit the mountain like a wrecking ball. The Lib Tech Terrain Wrecker C2X Snowboard is an all-mountain destroyer that's ready to hit the slopes. This directional twin is sturdy and stable charging down groomers and runouts, and lives to spin and tweak it's way through the air. It's a park board that it would be a shame to confine to just the park, with vibration dampening, speed-needing properties that are just waiting to be unleashed.","Freestyle, All-Mountain",Advanced-Expert,Camber/Rocker/Camber,Directional Twin,Stiff,Wood,1 Year
Snowboard,Lib Tech Cortado C2 Snowboard - Women's 2023,$529.99,https://www.evo.com/snowboards/lib-tech-cortado-c2-snowboard-womens-2023,"No worries, easy handling, and smooth riding are what make the Lib Tech Cortado C2 Snowboard so great. This all-around all-mountain ride does it all with style and simplicity. It has a slightly tapered shape with just a bit of setback in the stance for control and power down groomers and steeps, but it's balanced with a forgiving-yet-firm flex profile and poppy tail that allow for playful creative riding when the mood hits you. Just like a well-made Cortado, this board is approachable, balanced, and totally delicious.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Yes. Basic Snowboard - Women's 2023,$429.95,https://www.evo.com/snowboards/yes-basic-snowboard-womens,"Sometimes the simplest things are the best, and the Yes. Basic Snowboard is no exception. Coming in with a versatile mid flex and classic CamRock profile, the Basic is a classic twin shape for riders of all stripes. This board will satisfy everyone from newbies learning the ropes to veterans tearing it up on the slopes.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Medium,Wood,Limited Lifetime
Snowboard,Ride Heartbreaker Snowboard - Women's 2023,$419.95,https://www.evo.com/snowboards/ride-heartbreaker-snowboard-womens-2023,"Simple, smooth, and multi-directional. The Ride Heartbreaker Snowboard is an entry level twin shape with a soft flex, dependable feel, and easy riding characteristics that make it a winner for progression in the park on across the mountain. If you are looking for a board that will have you riding better in no time, and possibly have an eye on the freestyle features, this is the one for you.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,True Twin,Soft,Wood,3 Years
Snowboard,Burton Riglet Snowboard - Little Kids' 2024,$129.95,https://www.evo.com/snowboards/burton-riglet-snowboard-little-kids,"Even if your little one isn't ready to shred the slopes solo, you can start them young wherever there's snow with the Burton Riglet Snowboard. The convenient pre-mounted Riglet Handle lets you tug junior around the yard so they can practice the basics of snowboarding with a helping hand from a partner. Think of this like the snowboard equivalent of a bike with removable training wheels. Kids can stand on the foam pad to practice without bindings, and once they're ready for bindings you can attach some to the 3D mounting pattern for a more grown-up experience.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Soft,,1 Year
Snowboard,Salomon Assassin Pro Snowboard,$599.95,https://www.evo.com/outlet/snowboards/salomon-assassin-pro-snowboard-2023,"If your usual route takes you from the park to the ridgelines and everywhere in between, the Salomon Assassin Pro Snowboard is the board you need for all-mountain snow sliding. Ghost Carbon Beams and the Ghost Green Core add mega pop to your jumps but are light enough to haul on hikes to sidecountry summits. Gunslinger carbon sidewalls absorb chatter and the stiff flex makes for a high-speed ride that can land cliffs and carve groomers all the way back to the lift.","Freestyle, All-Mountain",Advanced-Expert,Rocker/Camber/Rocker,Directional Twin,Very Stiff,"Bamboo, Carbon, Cork, Wood",2 Years
Snowboard,Salomon Pulse Snowboard,$349.95,https://www.evo.com/outlet/snowboards/salomon-pulse-snowboard-2023,"The Salomon Pulse Snowboard is forgiving on your turns and your wallet. The soft flex and Flat Out Camber are perfect for beginners, encouraging progression while giving new boarders much-needed stability. Bite Free Edges help avoid painful biffs and the Directional Twin shape allows new riders to ride switch when they're learning to link turns. Don't let an advanced board inhibit your progress - start your snow sliding journey with a board that'll keep things fun and easy.",All-Mountain,Beginner-Intermediate,Flat/Camber/Flat,Directional Twin,Soft,Wood,2 Years
Snowboard,Roxy Raina LTD Snowboard - Women's 2023,$399.99,https://www.evo.com/snowboards/roxy-raina-ltd-snowboard-womens,"The Roxy Raina LTD Snowboard is custom made for riders progressing from zero to shred. Combining top shelf features like C2 Contour Technology and Magne-Traction® edges with a soft, easygoing flex, the Raina is a beginner friendly package that won't hold you back when you slide into more challenging terrain. Now featured in true evo style thanks to this exclusive topsheet!",All-Mountain,Beginner-Intermediate,Camber/Rocker/Camber,Directional Twin,Medium,Wood,1 Year
Snowboard,Ride Twinpig Snowboard 2023,$499.95,https://www.evo.com/snowboards/ride-twinpig-snowboard-2023,"Do you like your ham with a side of sausage? Do you prefer your burritos with carnitas and chorizo? Basically what we're asking is: do you need double the bacon? Well you are in luck. The Ride Twinpig Snowboard is everything you love about the short, fat, directional Warpig, but in a twin shape. That means you get all the pork going forward, plus all the pork going backwards. This freestyle machine thrashes the mountain in both directions, and does extra damage in the park. Its wide shape and double blunted nose makes it spin easily, stomp hard, and break the boundaries of what you thought a freestyle board could be.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,"Asymmetrical, True Twin",Soft,"Bamboo, Carbon, Wood",3 Years
Snowboard,Nidecker Venus SE Snowboard - Women's 2023,$399.95,https://www.evo.com/snowboards/nidecker-venus-se-snowboard-womens,"An all-mountain ripper of a board with no bad habits, the Nidecker Venus SE Snowboard doesn't snore or leave its clothes lying in the hallway. All it does is handle all manner of snow and terrain with a lively, poppy personality that makes snowboarding fun day in and day out. Directional CamRock delivers the perfect mix of edgehold and surfiness, and a flex of ""6"" is a great compromise between ""surfy"" and ""chargey"". Decked out with a special edition evo topsheet, the Nidecker Venus SE Snowboard will turn heads on the slopes and lift line alike.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",3 Years
Snowboard,Salomon Lotus Snowboard - Women's,$349.95,https://www.evo.com/outlet/snowboards/salomon-lotus-snowboard-womens-2023,"Do your body a favor and make the learning process a little easier with the Salomon Lotus Snowboard. The Directional Twin shape is great at transitioning from falling leaf to linked turns, and the Bite Free Edges will give you a catch-free ride. A soft flex paired with Flat Out Camber is less aggressive than other camber profiles, so you can experience the stability and response without all of the ground impacts.","Freestyle, All-Mountain",Beginner-Intermediate,Rocker/Flat/Rocker,Directional Twin,Soft,Wood,2 Years
Snowboard,Sims Bowl Squad Snowboard,$370.00,https://www.evo.com/outlet/snowboards/sims-bowl-squad-snowboard-2022,"The Sims Bowl Squad Snowboard is a smooth and soft flexing ride with a forgiving personality, perfect for getting you from zero to sixty in no time flat. This lightweight true twin shape isn't only great as a beginner tool, but will likely stay in your quiver as you progress to learning tricks in the park and start to master airs.",All-Mountain,Beginner-Intermediate,Camber,True Twin,Soft,"Bamboo, Carbon, Wood",1 Year
Snowboard,Burton Ripcord Snowboard 2023,$419.95,https://www.evo.com/snowboards/burton-ripcord-snowboard,"The Burton Ripcord Snowboard is all about progression. It's the perfect tool for snowboarders on the rise, still working to master their craft. If this board was sentient, it would be giving TED Talks about edge control and standing on the street corner spinning a sign around that says ""Try snowboarding! It's awesome and fun and easy to learn!"" With its forgiving flex, Flat Top profile, and Easy Bevel edges, the Ripcord is so good at teaching snowboarding that even expert boarders could probably improve their riding just by putting it under their pillow at night and listening to it whisper sweet nothings about how to initiate the perfect toe side turn.",All-Mountain,Beginner-Intermediate,Flat,Directional,Soft,Wood,3 Years
Snowboard,Arbor Foundation Snowboard 2023,$399.99,https://www.evo.com/snowboards/arbor-foundation-snowboard-2022,"They say a journey of a thousand miles begins with a single step. And for snowboarding, that first step is a heck of a lot easier on the Arbor Foundation Snowboard. This aptly named snowboard is the perfect platform on which to perfect the craft of sliding sideways on frozen water. It has a fully rockered profile, which means the edges curve away from the snow instead of towards it, so turn initiation is easy and catch free. The flex of the board is smooth and soft for easy rideability, and the build itself is done as sustainably as possible, which doesn't do anything to make the board easier to ride, but does make it easier for all of us to keep riding further into the future, so that's a big win for everyone!",All-Mountain,Beginner-Intermediate,Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,Arbor Draft Camber Snowboard 2023,$449.95,https://www.evo.com/snowboards/arbor-draft-camber-snowboard-2023,"It's not just another park board. The Arbor Draft Camber Snowboard is a board that brings the park with it wherever it goes. The mid-soft flex, big blunted tips, and fendered camber profile make this thing exceptionally fun to throw around. Its tail was made for boosting side hits, the nose was made for bonking trees and boxes, and its base was made for sliding rails. Spin it, flip it, slash it, and butter it, the Draft is ready to roll.","Freestyle, All-Mountain",Intermediate-Advanced,Camber,True Twin,Medium,Wood,3 Years
Snowboard,Salomon Sight X Snowboard 2023,$349.95,https://www.evo.com/snowboards/salomon-sight-x-snowboard,"The Salomon Sight X Snowboard has a crystal clear mission statement - deliver the goods, no matter what. And boy, does it deliver. This versatile directional twin works across a wide range of conditions from pow to corduroy, with a tough Aspen core and forgiving Quadratic sidecut that makes each turn better than the last. Featuring an exclusive graphic found only at evo, the Sight X has the X factor you're looking for.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Directional Twin,Soft,Wood,2 Years
Snowboard,Lib Tech Cold Brew C2 Snowboard 2023,$529.99,https://www.evo.com/snowboards/lib-tech-cold-brew-c2-snowboard-2023,"Nothing wakes you up like a strong cup of cold brew coffee. Except maybe for the first turn of a long day of snowboarding with your friends. The Lib Tech Cold Brew C2 Snowboard is a perfect directional all-mountain tool meant to deliver that shot of stoke and adrenaline to get you going in the morning, and keep you up and at it all afternoon. It has a medium flex that makes it extremely versatile and easy to ride, as well as Magne-Traction edges and the stable but pivot C2 rocker profile. Take a sip, and let it rip.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Lib Tech T.Rice Orca Snowboard 2023,$699.99,https://www.evo.com/snowboards/lib-tech-trice-orca-snowboard-2023,"Picture this: you're a great white shark prowling through the ocean. You've got like five rows of teeth, top and bottom. You're a living, swimming death machine. You're the king of these waters. You're swimming along one day, feeling like just about the baddest thing on the planet, when suddenly, something flashes by below you. You didn't quite catch what it was, just a black shadow. Alas, it was your doom. Teeth tear into you and all thoughts of being the apex predator vanish from your tiny fish brain. Nothing is safe. The entire ocean is just potential prey for the killer whale. Just as mountains are prey for the Lib Tech T.Rice Orca Snowboard. Grab yours: it's feeding time.","All-Mountain, Freeride, Powder",Intermediate-Advanced,Camber/Rocker/Camber,Directional,Stiff,"Basalt, Wood",1 Year
Snowboard,Burton Stylus Snowboard - Women's 2023,$399.95,https://www.evo.com/snowboards/burton-stylus-snowboard-womens,"Put your stylus to the canvas and make your mark. The Burton Stylus Snowboard is an easygoing tool for getting the hang of snowboarding, and provides plenty of performance so the fun doesn't stop once you start shredding. A flat base, forgiving flex, twin shape, and Easy Bevel edges make it easy to initiate turns, hard to accidentally catch an edge, and almost impossible to wipe the huge smile off your face.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Soft,Wood,3 Years
Snowboard,Burton Instigator Flat Top Snowboard 2024,$449.95,https://www.evo.com/snowboards/burton-instigator-flat-top-snowboard,"We're not saying you're here to start trouble, but if there's trouble to be had all it usually needs is a little catalyst. The Burton Instigator Flat Top Snowboard is that spark you're looking for, especially if your aim is to fire up your freestyle tricks. This version of the Instigator features a Flat Top profile geared toward speedy progression and catch-free landings, and the soft flex delivers a smooth, easy turning ride. Ignite your snowboarding career and don't look back.",All-Mountain,Beginner-Intermediate,Flat,Directional,Soft,Wood,3 Years
Snowboard,Ride Warpig Snowboard 2023,$529.95,https://www.evo.com/snowboards/ride-warpig-snowboard-2023,"As one of the founding members of the short and fat movement in snowboard design, the Ride Warpig Snowboard remains one of the best in class. With a sturdy directional shape, a super wide platform, and a nimble dual-radius sidecut, the Warpig combines playful riding with dependable capability like few other boards can. With every update, it continues to astound riders with it's versatility. Take it to the steeps, the powder, the corduroy, and the slush. Dink around on mini freestyle features, or scare yourself on the hugest hits of your life. The Warpig is simply put, one of the best all-around board there is.",All-Mountain,Intermediate-Advanced,Rocker/Flat/Rocker,Directional,Medium,"Bamboo, Carbon, Wood",3 Years
